name,x,y,radius
1,0.5908446386657102,0.7667970365022592,0.2
2,0.40388147322634765,0.6841591563778168,0.4
3,0.47477481943415023,0.4344469596306413,0.4
4,0.5303189082084577,0.6075604353135369,0.4
5,0.7807508195817678,0.7186008729700462,0.4
6,0.6866046573884738,0.5945285291916772,0.2
7,0.553207527642893,0.9949464240234862,0.2
8,0.8150640966270601,0.910769747014154,0.2
9,0.7109576050497592,0.3507134922323069,0.2
10,0.8433496877777392,0.5880507697590386,0.2
11,0.3074287710253102,0.5721758498544116,0.2
12,0.9785278172752735,0.8824177235570333,0.4
13,0.18218212882485518,0.4329099706055054,0.2
14,0.9421319599043482,0.73337303823447,0.2
15,0.992222034223055,0.6006376629503788,0.4
16,0.5908333035279546,0.2604578412424653,0.2
17,0.871768072668741,0.4295141738541331,0.4
18,0.7990620993818549,0.22896813694520024,0.4
19,0.6782241359980313,0.07891832241752617,0.2
20,0.4590768996247089,0.13706779187362264,0.4
21,0.3538846123242162,0.876910393111018,0.2
22,0.3227349770299896,0.3863524773425991,0.2
23,0.9639633447724457,0.1647246559499819,0.2
24,0.676639386367015,0.8832302907933199,0.2
25,0.9881714094728752,0.011886218515289898,0.4
26,0.16631286963078903,0.750376476509342,0.2
27,0.9762830559558332,0.30836964692183705,0.2
28,0.8297530332762412,0.08307644869292852,0.2
29,0.13137635741600973,0.9964458780604635,0.4
30,0.2594402244585241,0.24082626354698433,0.2
31,0.08957616233233004,0.18108087458111083,0.4
32,0.04502755591607083,0.5719104384896283,0.4
33,0.013237803711871166,0.0316669544777215,0.4
34,0.04966710345667688,0.854497517716542,0.4
35,0.31692697919542856,0.05108919885553784,0.4
36,0.00406116033713378,0.7106740123496331,0.4
37,0.2739533282950577,0.9986126753693244,0.2
38,0.448053550110258,0.29558574609959276,0.2
39,0.018571218636534364,0.3164514850200137,0.2
40,0.1553978713153437,0.02987744531229164,0.4
