name,x,y,radius
1,0.5908446386657102,0.7667970365022592,0.4
2,0.48400854412893163,0.7195753907168635,0.2
3,0.5245190276762474,0.5768827068613347,0.2
4,0.5562585069758517,0.6758046929658464,0.2
5,0.6993624563320289,0.7392563716267089,0.4
6,0.6455646493644323,0.668357889467641,0.4
7,0.5693377180812432,0.8971681150858175,0.4
8,0.7075169119486173,0.9485325834251762,0.4
9,0.6741513528100571,0.5287817485702877,0.4
10,0.8343240481123768,0.6914086759705178,0.4
11,0.42889271429976733,0.6555849298463463,0.4
12,0.7390344170116165,0.8589391005602273,0.2
13,0.4722889545391551,0.8040096174685246,0.2
14,0.8463309428376119,0.983835403244235,0.4
15,0.8920558849729288,0.9097865072033285,0.4
16,0.7827046499505366,0.6257606130348256,0.4
17,0.5024313233438658,0.4198281194401916,0.4
18,0.9069342556993986,0.5900391280964127,0.4
19,0.5310542229545554,0.3439793335635681,0.2
20,0.7377667588005409,0.4717700473957921,0.4
21,0.8421976839471721,0.5272680063240267,0.4
22,0.6457874964788535,0.8336146383402656,0.2
23,0.6147407252196644,0.397027021579903,0.2
24,0.44028506793395084,0.22266325014460614,0.4
25,0.8505096145232796,0.7951887718267955,0.2
26,0.6372293456983837,0.9967381461825076,0.2
27,0.9509132005795072,0.7238940086238396,0.2
28,0.353765231535117,0.14503676699064524,0.4
29,0.9294761209517305,0.815043140016366,0.2
30,0.46344640891459454,0.5208952659642111,0.4
31,0.7532988845023462,0.5513193031236506,0.4
32,0.9997510647745395,0.9427274915590224,0.4
33,0.4215863790781368,0.39547232532254656,0.2
34,0.44732490289588656,0.3047461021285234,0.4
35,0.938242499649469,0.9975988055825784,0.2
36,0.3900628803161692,0.8640886026480631,0.2
37,0.9237059828854458,0.47902929762781615,0.4
38,0.6537140360183202,0.2740466219374794,0.2
39,0.31289455839625746,0.732224797601997,0.4
40,0.6087909937057813,0.5964289438020818,0.2
41,0.4826671977450516,0.9743113108342798,0.2
42,0.3988272857111681,0.7384543066199036,0.2
43,0.4306374182830496,0.10741459923458006,0.2
44,0.38424422341350695,0.5028043666795426,0.2
45,0.5880130352784326,0.5012611779698886,0.2
46,0.3238152294462038,0.5881581501407193,0.2
47,0.3426328129810154,0.42596734471949776,0.2
48,0.312170147224084,0.8299009871995465,0.4
49,0.7831322929664053,0.1850431229098968,0.4
50,0.24364428748471204,0.15494205508105857,0.2
51,0.2626176514740733,0.05259659875745713,0.4
52,0.11432501204269765,0.219810930209864,0.4
53,0.2675997042244804,0.9097387862103201,0.4
54,0.8230009278237769,0.38011791467860623,0.4
55,0.35516848942564827,0.9456893384906854,0.4
56,0.3669819426289785,0.2754215678272074,0.2
57,0.0878271742100599,0.10001438944534345,0.2
58,0.9934814388744913,0.5894631417518111,0.2
59,0.7083223432439923,0.36072747270390015,0.2
60,0.9414786171997171,0.2873694780749426,0.2
61,0.19595871080517394,0.7006919086087464,0.4
62,0.8702031296251442,0.11548059850993811,0.2
63,0.9755446645535124,0.3698792026665686,0.2
64,0.1679227132600071,0.873972577879956,0.4
65,0.1838152776193861,0.08058044420693503,0.2
66,0.5418452844094106,0.2636324463206421,0.4
67,0.784361509381251,0.26767625833494757,0.2
68,0.6155082605346174,0.14499949343175325,0.4
69,0.7325980816233154,0.10072739554815552,0.4
70,0.6913264411514709,0.18764466235529703,0.2
71,0.04220429081046326,0.7988692429854996,0.4
72,0.9991397582865009,0.19907309974628923,0.4
73,0.5113668539668609,0.17827273472179325,0.4
74,0.1565787655978962,0.7932420859012624,0.2
75,0.38419912447764565,0.041275006800064254,0.4
76,0.26269794779794053,0.3853775616063867,0.2
77,0.2201731921370325,0.47664269710602525,0.2
78,0.9324293064157702,0.05393611449884389,0.2
79,0.5054156139799278,0.059892677359836305,0.4
80,0.8981935239072248,0.20369247480339353,0.4
81,0.25226677213481297,0.9922216855267071,0.4
82,0.27604549614113955,0.2930079253268376,0.4
83,0.592574981991111,0.04971178277446511,0.4
84,0.17973044565274482,0.349425338615263,0.2
85,0.0023144618425747776,0.09824158648229342,0.4
86,0.10669863781518726,0.016777604976737942,0.4
87,0.008102275827061606,0.19443610541154338,0.4
88,0.20105800899421983,0.22522911366533568,0.4
89,0.23567123816360014,0.5554418305989942,0.4
90,0.13896591016810628,0.5005638099519145,0.2
91,0.17173140895223243,0.6230626051012423,0.2
92,0.021502857636769106,0.3369288403047813,0.2
93,0.08212187023231854,0.8742200868375276,0.4
94,0.12871330638532102,0.9948973720841063,0.2
95,0.04253867541621639,0.6703116617451759,0.2
96,0.6912239921085245,0.024309872283605802,0.2
97,0.8363088738462746,0.03511684077383295,0.2
98,0.033873378863476404,0.9832060776508509,0.2
99,0.10309534054903585,0.41890972642548435,0.4
100,0.3071085704896431,0.21717337267102113,0.4
101,0.10634005388624129,0.7194388633815152,0.2
102,0.06241090469121245,0.5535745253286105,0.2
103,0.016521608084479472,0.4426212840036928,0.2
104,0.27118609954086764,0.6491912154561099,0.2
105,0.10446001652951512,0.3005823416296356,0.4
