name,x,y,radius
1,0.5908446386657102,0.7667970365022592,0.4
2,0.39052696140925036,0.6782564506546422,0.4
3,0.4664841180604674,0.4107076684255257,0.2
4,0.5259956417472255,0.5961863923714853,0.4
5,0.7943155467900578,0.7151582898606024,0.4
6,0.6934446587258142,0.5822236358123499,0.4
7,0.8499306271670367,0.8631054146385567,0.4
8,0.5828824345463419,0.9513944166023899,0.2
9,0.346327418394631,0.5345822154414854,0.2
10,0.871257495477239,0.569315031593824,0.4
11,0.6621397809728913,0.4061184901075381,0.2
12,0.9503503854498682,0.7261478742737411,0.4
13,0.30497117389849765,0.9832536058128978,0.4
14,0.017618414846328312,0.9657586882067529,0.2
15,0.8532645374992169,0.3337182405742869,0.2
16,0.2962919523968338,0.18324001201497211,0.4
17,0.4007586119719516,0.03795794007421471,0.2
18,0.7274464958890483,0.9925221901468362,0.4
19,0.984089421722889,0.06632451270356748,0.4
20,0.39630484380697795,0.860074529079949,0.4
21,0.23070839588824676,0.6408629559318599,0.4
22,0.10757536640524162,0.7817188269698755,0.2
23,0.9734319664314987,0.9702875416418907,0.2
24,0.0877480397223038,0.5514828022574751,0.2
25,0.6508897389214334,0.11319260463169217,0.2
26,0.14631396223229998,0.3641379922922311,0.2
27,0.560352376268417,0.24360137405357266,0.2
28,0.08112142665273867,0.065412708749398,0.4
29,0.3274447472031643,0.34576603813758633,0.2
30,0.8143671681236316,0.13855079685924288,0.2
31,0.018072585512982575,0.2508975871233799,0.4
32,0.9991872413452209,0.4126349797808987,0.2
