name,x,y,radius
1,0.5908446386657102,0.7667970365022592,0.4
2,0.44394500867763964,0.7018672735473401,0.4
3,0.49964692355519885,0.505664833245988,0.2
4,0.5432887075921548,0.6416825641396917,0.2
5,0.7400566379568985,0.7289286222983775,0.2
6,0.6660846533764531,0.631443209329659,0.4
7,0.5612726228620681,0.9460572695546519,0.2
8,0.7670170699210566,0.8799184519044623,0.2
9,0.6852191122531773,0.4398742517187253,0.4
10,0.7892414629680189,0.6263535412040144,0.2
11,0.36816074266253884,0.613880389850379,0.2
12,0.9309259304292661,0.7774699995495834,0.2
13,0.25453383633905424,0.6663165420352258,0.2
14,0.691133755976178,0.9787698813643866,0.4
15,0.8556202081483355,0.9772672985137373,0.4
16,0.5219756545409859,0.38110036503499084,0.4
17,0.9037893138238822,0.6462454571568129,0.2
18,0.8466631919556145,0.48867357101407993,0.4
19,0.8301069188860589,0.34557791313465264,0.4
20,0.4962565002860569,0.1675470173233774,0.4
21,0.40466176082596494,0.8533146738377125,0.2
22,0.650098412877862,0.29440115672698963,0.2
23,0.2800543800541134,0.4941650383178436,0.4
24,0.9067158025744786,0.23903772704476386,0.2
25,0.9851854723837997,0.92679027773178,0.2
26,0.7119905535188642,0.1885632318750942,0.2
27,0.10122806981775195,0.5265714253174992,0.4
28,0.9696107885328938,0.5275533673573153,0.4
29,0.35488999806014443,0.3578726620944383,0.2
30,0.9972834513684173,0.31763795351387547,0.2
31,0.8218568880483232,0.13076559711903227,0.2
32,0.19935561110977143,0.31770212853679397,0.4
33,0.44992375475266816,0.0076876476974361285,0.2
34,0.3732045865919371,0.23885635909590275,0.4
35,0.3147458397174446,0.7841010708598501,0.4
36,0.24375137145255155,0.007479110196534945,0.2
37,0.26896772974681826,0.17083778624965248,0.2
38,0.6485219268126448,0.08855855132870753,0.2
39,0.301627966965905,0.9938720711661944,0.2
40,0.08559571216686201,0.6399830174315629,0.4
41,0.3871745602690778,0.4673185613151224,0.2
42,0.9798496484906987,0.15647239824173448,0.4
43,0.4529000094630168,0.9901135850329296,0.4
44,0.07671983260628448,0.7555112453373333,0.2
45,0.9346503369498116,0.4083198815074805,0.2
46,0.08958709518367405,0.033136777361392825,0.4
47,0.13884681433625037,0.8656379203681718,0.2
48,0.9699019258282129,0.003954659033176627,0.2
49,0.1579644284611798,0.16796661111651678,0.4
50,0.053098578422609316,0.2895690074114186,0.2
51,0.37604267691482957,0.09761059736415495,0.4
52,0.003138700722790294,0.10988200861940868,0.2
53,0.09591490121442478,0.41438798892478657,0.4
54,0.7616875287864538,0.024241793920458277,0.4
55,0.028535293412965956,0.9235527674596233,0.2
56,0.13617498907513242,0.9817832601893894,0.2
57,0.24772485508526654,0.8828591021035934,0.2
