name,x,y,radius
1,0.5908446386657102,0.7667970365022592,0.2
2,0.43059049686054235,0.6959645678241657,0.4
3,0.49135622218151603,0.48192554204087246,0.2
4,0.5389654411309225,0.6303085211976401,0.2
5,0.7536213651651883,0.7254860391889337,0.2
6,0.6729246547137934,0.6191383159503318,0.2
7,0.5585842577890098,0.9623536543775966,0.4
8,0.7830327454897245,0.8902022169410262,0.2
9,0.693798609852038,0.41015399855658585,0.2
10,0.8072775379045923,0.6135859507223558,0.2
11,0.347916752116796,0.5999788765183899,0.4
12,0.9618424114986801,0.7784402689175219,0.2
13,0.22396012703663098,0.657181951629132,0.4
14,0.7002509484589479,0.9980401399882164,0.4
15,0.879690714464938,0.996400958696599,0.4
16,0.5157148378023747,0.3460370312652392,0.4
17,0.9322388297473523,0.6352862226708632,0.4
18,0.8699194240728785,0.4633896196060636,0.4
19,0.8518580352697269,0.30728526555577934,0.2
20,0.4876575786151794,0.11306974285257002,0.2
21,0.38773604465871536,0.861179913595481,0.2
22,0.6554851196244212,0.2514560767474197,0.4
23,0.2518007201803319,0.46938031121016943,0.2
24,0.9354313629298212,0.19105960800317343,0.2
25,0.9980000576424629,0.9101903205661711,0.4
26,0.7230038185055145,0.13599652236353377,0.2
27,0.05671747264975577,0.504732733391612,0.2
28,0.2409272745658012,0.8160077083658178,0.2
29,0.919569501583471,0.006870788233253211,0.2
30,0.08302398741637255,0.37968271488966476,0.4
31,0.28550593659954393,0.010850549545199456,0.4
32,0.843512957665307,0.10390322308550615,0.4
33,0.3282845890552756,0.2944770927455435,0.2
34,0.06059060936305308,0.010623054089670892,0.4
35,0.9957690947536119,0.4723409420494871,0.4
36,0.11620909277228672,0.8273508419823058,0.4
37,0.2783999697792189,0.9727204693146712,0.2
38,0.21755937831247155,0.14965479139266777,0.2
39,0.10144294784100578,0.7021221013136516,0.4
40,0.09325623436112732,0.9754520685221386,0.2
41,0.9803980010623145,0.3384415310220763,0.2
42,0.4053287646299096,0.9977414286830836,0.2
43,0.19567813441552312,0.29246962245223246,0.4
44,0.08575459134378052,0.18154526304527313,0.4
45,0.6479331558413675,0.013562116093094101,0.2
46,0.005247715839282012,0.624183915230693,0.2
47,0.37327599095193315,0.17609545041932445,0.2
48,0.01336654670826666,0.28047332623789106,0.4
49,0.39543475287545293,0.39849027152661687,0.2
